gene_id,gene_symbol,ensembl_id,gene_title,gene_type,src,feature_space
8985,PLOD3,ENSG00000106397,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",protein-coding,NCBI,landmark
899,CCNF,ENSG00000162063,cyclin F,protein-coding,NCBI,landmark
89910,UBE3B,ENSG00000151148,ubiquitin protein ligase E3B,protein-coding,NCBI,landmark
8996,NOL3,ENSG00000140939,nucleolar protein 3,protein-coding,NCBI,landmark
9016,SLC25A14,ENSG00000102078,solute carrier family 25 member 14,protein-coding,NCBI,landmark
9019,MPZL1,ENSG00000197965,myelin protein zero like 1,protein-coding,NCBI,landmark
902,CCNH,ENSG00000134480,cyclin H,protein-coding,NCBI,landmark
9053,MAP7,ENSG00000135525,microtubule associated protein 7,protein-coding,NCBI,landmark
90861,JPT2,ENSG00000206053,Jupiter microtubule associated homolog 2,protein-coding,NCBI,landmark
9093,DNAJA3,ENSG00000103423,DnaJ heat shock protein family (Hsp40) member A3,protein-coding,NCBI,landmark
9097,USP14,ENSG00000101557,ubiquitin specific peptidase 14,protein-coding,NCBI,landmark
9112,MTA1,ENSG00000182979,metastasis associated 1,protein-coding,NCBI,landmark
91137,SLC25A46,ENSG00000164209,solute carrier family 25 member 46,protein-coding,NCBI,landmark
9124,PDLIM1,ENSG00000107438,PDZ and LIM domain 1,protein-coding,NCBI,landmark
9126,SMC3,ENSG00000108055,structural maintenance of chromosomes 3,protein-coding,NCBI,landmark
9128,PRPF4,ENSG00000136875,pre-mRNA processing factor 4,protein-coding,NCBI,landmark
9133,CCNB2,ENSG00000157456,cyclin B2,protein-coding,NCBI,landmark
9134,CCNE2,ENSG00000175305,cyclin E2,protein-coding,NCBI,landmark
9143,SYNGR3,ENSG00000127561,synaptogyrin 3,protein-coding,NCBI,landmark
9170,LPAR2,ENSG00000064547,lysophosphatidic acid receptor 2,protein-coding,NCBI,landmark
9181,ARHGEF2,ENSG00000116584,Rho/Rac guanine nucleotide exchange factor 2,protein-coding,NCBI,landmark
9183,ZW10,ENSG00000086827,zw10 kinetochore protein,protein-coding,NCBI,landmark
91949,COG7,ENSG00000168434,component of oligomeric golgi complex 7,protein-coding,NCBI,landmark
9212,AURKB,ENSG00000178999,aurora kinase B,protein-coding,NCBI,landmark
9217,VAPB,ENSG00000124164,VAMP associated protein B and C,protein-coding,NCBI,landmark
9221,NOLC1,ENSG00000166197,nucleolar and coiled-body phosphoprotein 1,protein-coding,NCBI,landmark
9246,UBE2L6,ENSG00000156587,ubiquitin conjugating enzyme E2 L6,protein-coding,NCBI,landmark
9261,MAPKAPK2,ENSG00000162889,mitogen-activated protein kinase-activated protein kinase 2,protein-coding,NCBI,landmark
9267,CYTH1,ENSG00000108669,cytohesin 1,protein-coding,NCBI,landmark
9270,ITGB1BP1,ENSG00000119185,integrin subunit beta 1 binding protein 1,protein-coding,NCBI,landmark
9275,BCL7B,ENSG00000106635,BAF chromatin remodeling complex subunit BCL7B,protein-coding,NCBI,landmark
9276,COPB2,ENSG00000184432,coatomer protein complex subunit beta 2,protein-coding,NCBI,landmark
9289,ADGRG1,ENSG00000205336,adhesion G protein-coupled receptor G1,protein-coding,NCBI,landmark
93487,MAPK1IP1L,ENSG00000168175,mitogen-activated protein kinase 1 interacting protein 1 like,protein-coding,NCBI,landmark
93594,TBC1D31,ENSG00000156787,TBC1 domain family member 31,protein-coding,NCBI,landmark
9375,TM9SF2,ENSG00000125304,transmembrane 9 superfamily member 2,protein-coding,NCBI,landmark
94239,H2AFV,ENSG00000105968,H2A histone family member V,protein-coding,NCBI,landmark
9448,MAP4K4,ENSG00000071054,mitogen-activated protein kinase kinase kinase kinase 4,protein-coding,NCBI,landmark
9455,HOMER2,ENSG00000103942,homer scaffold protein 2,protein-coding,NCBI,landmark
9467,SH3BP5,ENSG00000131370,SH3 domain binding protein 5,protein-coding,NCBI,landmark
9488,PIGB,ENSG00000069943,phosphatidylinositol glycan anchor biosynthesis class B,protein-coding,NCBI,landmark
949,SCARB1,ENSG00000073060,scavenger receptor class B member 1,protein-coding,NCBI,landmark
9491,PSMF1,ENSG00000125818,proteasome inhibitor subunit 1,protein-coding,NCBI,landmark
9517,SPTLC2,ENSG00000100596,serine palmitoyltransferase long chain base subunit 2,protein-coding,NCBI,landmark
9519,TBPL1,ENSG00000028839,TATA-box binding protein like 1,protein-coding,NCBI,landmark
9531,BAG3,ENSG00000151929,BCL2 associated athanogene 3,protein-coding,NCBI,landmark
9533,POLR1C,ENSG00000171453,RNA polymerase I and III subunit C,protein-coding,NCBI,landmark
9552,SPAG7,ENSG00000091640,sperm associated antigen 7,protein-coding,NCBI,landmark
958,CD40,ENSG00000101017,CD40 molecule,protein-coding,NCBI,landmark
960,CD44,ENSG00000026508,CD44 molecule (Indian blood group),protein-coding,NCBI,landmark
9637,FEZ2,ENSG00000171055,fasciculation and elongation protein zeta 2,protein-coding,NCBI,landmark
9641,IKBKE,ENSG00000263528,inhibitor of nuclear factor kappa B kinase subunit epsilon,protein-coding,NCBI,landmark
965,CD58,ENSG00000116815,CD58 molecule,protein-coding,NCBI,landmark
9650,MTFR1,ENSG00000066855,mitochondrial fission regulator 1,protein-coding,NCBI,landmark
9653,HS2ST1,ENSG00000153936,heparan sulfate 2-O-sulfotransferase 1,protein-coding,NCBI,landmark
9670,IPO13,ENSG00000117408,importin 13,protein-coding,NCBI,landmark
9686,VGLL4,ENSG00000144560,vestigial like family member 4,protein-coding,NCBI,landmark
9688,NUP93,ENSG00000102900,nucleoporin 93,protein-coding,NCBI,landmark
9690,UBE3C,ENSG00000009335,ubiquitin protein ligase E3C,protein-coding,NCBI,landmark
9695,EDEM1,ENSG00000134109,ER degradation enhancing alpha-mannosidase like protein 1,protein-coding,NCBI,landmark
9697,TRAM2,ENSG00000065308,translocation associated membrane protein 2,protein-coding,NCBI,landmark
9702,CEP57,ENSG00000166037,centrosomal protein 57,protein-coding,NCBI,landmark
9703,KIAA0100,ENSG00000007202,KIAA0100,protein-coding,NCBI,landmark
9709,HERPUD1,ENSG00000051108,homocysteine inducible ER protein with ubiquitin like domain 1,protein-coding,NCBI,landmark
9710,KIAA0355,ENSG00000166398,KIAA0355,protein-coding,NCBI,landmark
9712,USP6NL,ENSG00000148429,USP6 N-terminal like,protein-coding,NCBI,landmark
9738,CCP110,ENSG00000103540,centriolar coiled-coil protein 110,protein-coding,NCBI,landmark
976,ADGRE5,ENSG00000123146,adhesion G protein-coupled receptor E5,protein-coding,NCBI,landmark
9761,MLEC,ENSG00000110917,malectin,protein-coding,NCBI,landmark
9797,TATDN2,ENSG00000157014,TatD DNase domain containing 2,protein-coding,NCBI,landmark
9801,MRPL19,ENSG00000115364,mitochondrial ribosomal protein L19,protein-coding,NCBI,landmark
9805,SCRN1,ENSG00000136193,secernin 1,protein-coding,NCBI,landmark
9813,EFCAB14,ENSG00000159658,EF-hand calcium binding domain 14,protein-coding,NCBI,landmark
9817,KEAP1,ENSG00000079999,kelch like ECH associated protein 1,protein-coding,NCBI,landmark
983,CDK1,ENSG00000170312,cyclin dependent kinase 1,protein-coding,NCBI,landmark
9833,MELK,ENSG00000165304,maternal embryonic leucine zipper kinase,protein-coding,NCBI,landmark
9842,PLEKHM1,ENSG00000225190,pleckstrin homology and RUN domain containing M1,protein-coding,NCBI,landmark
9847,C2CD5,ENSG00000111731,C2 calcium dependent domain containing 5,protein-coding,NCBI,landmark
9851,KIAA0753,ENSG00000198920,KIAA0753,protein-coding,NCBI,landmark
9854,C2CD2L,ENSG00000172375,C2CD2 like,protein-coding,NCBI,landmark
9868,TOMM70,ENSG00000154174,translocase of outer mitochondrial membrane 70,protein-coding,NCBI,landmark
9897,WASHC5,ENSG00000164961,WASH complex subunit 5,protein-coding,NCBI,landmark
9903,KLHL21,ENSG00000162413,kelch like family member 21,protein-coding,NCBI,landmark
991,CDC20,ENSG00000117399,cell division cycle 20,protein-coding,NCBI,landmark
9915,ARNT2,ENSG00000172379,aryl hydrocarbon receptor nuclear translocator 2,protein-coding,NCBI,landmark
9917,FAM20B,ENSG00000116199,FAM20B glycosaminoglycan xylosylkinase,protein-coding,NCBI,landmark
9918,NCAPD2,ENSG00000010292,non-SMC condensin I complex subunit D2,protein-coding,NCBI,landmark
9924,PAN2,ENSG00000135473,poly(A) specific ribonuclease subunit PAN2,protein-coding,NCBI,landmark
9926,LPGAT1,ENSG00000123684,lysophosphatidylglycerol acyltransferase 1,protein-coding,NCBI,landmark
9928,KIF14,ENSG00000118193,kinesin family member 14,protein-coding,NCBI,landmark
993,CDC25A,ENSG00000164045,cell division cycle 25A,protein-coding,NCBI,landmark
994,CDC25B,ENSG00000101224,cell division cycle 25B,protein-coding,NCBI,landmark
9943,OXSR1,ENSG00000172939,oxidative stress responsive kinase 1,protein-coding,NCBI,landmark
9961,MVP,ENSG00000013364,major vault protein,protein-coding,NCBI,landmark
998,CDC42,ENSG00000070831,cell division cycle 42,protein-coding,NCBI,landmark
9988,DMTF1,ENSG00000135164,cyclin D binding myb like transcription factor 1,protein-coding,NCBI,landmark
