pr_gene_symbol,Erlotinib,Olaparib,Gemcitabine
GPSM3,0.3995924,-0.06873703,0.93353844
NECAB3,0.17451811,0.36027527,-0.042697906
FKBPL,0.3395419,-0.0063381195,-0.785532
SEC13,-0.6977949,-0.10490942,-0.06477642
SEC14L1,0.6812172,-0.10318947,-0.32811737
TP53AIP1,0.10839367,-0.14772749,-0.28617716
NEUROD6,-0.18622875,-0.02970314,0.17500353
SECTM1,0.24997234,0.21681547,-0.74436665
ANO3,-0.014499664,0.17790127,-0.20622063
TRAPPC2,0.9924984,0.07243061,1.0776749
BLK,0.52245,-0.06451607,-0.2655697
SEL1L,0.9892845,0.496974,0.21973515
SELE,0.41158533,-0.258718,0.4622233
SELL,-0.8854073,-0.20946681,3.7267456
SELP,0.39690042,-0.038538694,1.0611267
SELPLG,-0.632215,0.050949097,0.83710384
SEMA3F,0.23470306,-0.021896362,-2.2425587
TSPYL2,-0.17211246,-0.008008957,-0.29100513
RBM26,-0.64549255,0.083203316,0.41798306
PRSS22,-0.056781292,-0.10309124,0.38863277
PERP,-0.80644417,-0.3051424,0.48617554
MMP27,0.29254866,0.13086557,-0.18077564
NPAS3,-0.22754192,-0.14996529,-0.5216489
LHPP,0.57345676,-0.044038773,-0.34170628
SLC28A3,0.124156,-0.17038155,0.60021496
PBLD,0.12711334,0.37057924,0.9335613
GOLPH3,-0.34397984,-0.09261036,0.46731758
CLSTN2,-0.050376654,0.033920288,-0.27629733
MCCC2,0.8978834,0.024157524,-0.8230543
SNX16,-0.23192644,0.12047768,0.20476484
POPDC2,0.0076580048,-0.004102707,-0.48717976
SAMSN1,0.99992466,0.47172928,1.1325955
EPB41L4A,0.10246754,-0.12000561,-0.8982029
BLM,-0.95008564,-0.37861013,1.3722162
ELSPBP1,0.07079983,0.03511095,-0.028412819
TNMD,-0.038597584,0.02048111,-0.5830593
RTP4,0.44677067,-0.028067589,-0.6156864
MAGEF1,0.5987091,-0.19105148,-0.051003933
MOAP1,0.1636591,0.07800579,1.6043587
TMBIM1,0.12678146,-0.07572937,0.08225918
SLC39A8,-0.51490784,0.062838554,2.2939448
DUS1L,-0.29598427,-0.24651623,-0.66434574
RRAGC,0.723773,0.03785515,0.7834072
ADGRL4,0.49538517,0.3370533,-0.9162617
NOD2,0.05231142,-0.05306363,0.38012528
TINAGL1,-0.38619995,0.017346382,0.25035906
LIN7B,0.4763651,0.18325186,-0.20310497
XYLT1,-0.064946175,-0.42312717,-0.031762123
XYLT2,-0.27060747,-0.21461391,-0.35260963
IFIH1,0.103235245,-0.022712708,-0.3869815
ABCG4,-0.17738056,-0.22543478,0.11024189
SEPP1,-0.4212625,0.32150602,-2.018303
C17orf75,0.25419712,0.21525383,-0.6814103
SEPW1,-1.1310139,-0.63711166,0.66714334
NCAPG,-0.55543995,-0.32494545,1.5465088
MAP2K4,0.18408966,0.447814,-0.6943369
ERAP2,-0.6937494,0.057588577,-0.09628105
CARD9,0.21793938,0.1476798,-0.01234436
OSGEPL1,-0.25526905,0.055336475,-1.016181
DPEP2,-0.13492155,0.2321415,0.14537907
P3H1,-0.13524246,-0.20968437,0.350029
SET,-0.16147041,-0.4129448,0.10557079
SETMAR,-0.3812847,0.09197426,0.00023984909
POPDC3,-0.301085,0.67045116,-0.70867443
SFPQ,-1.534523,-0.6202688,2.3747935
MMS19,-0.01898861,0.01226902,-0.69617844
DNAJC1,-0.34082174,-0.48880053,-0.8172908
TFB2M,-0.13607597,-0.21395874,-0.011158943
SEMA4A,0.17255592,0.30442095,0.63397646
PJA1,0.6313858,0.15201283,1.6151919
SFRP1,-0.44147682,-0.016417027,-0.7314577
ROBO3,0.16472626,0.07097721,-0.0656085
TOR3A,0.14741802,0.2346716,0.7471752
MLST8,0.19904327,0.19558048,-0.47491837
MS4A6A,-0.5122576,-0.06072831,0.95250416
PDLIM2,-1.5051274,-0.11387491,-0.8852749
SFRP4,0.44980526,0.6718912,0.09988308
SFRP5,-0.04617691,-0.3092842,0.07180357
SRSF1,-0.42354774,0.17178297,-0.53123283
SRSF3,-1.0741777,-0.32160664,1.5345068
ARHGEF28,0.69021225,0.15735435,-0.46521902
RAB17,0.3313098,0.016859055,-0.9041033
RHBDF1,0.55301094,-0.3889494,-0.612978
ZSCAN31,-0.052110672,0.08625269,-1.1640296
SRSF4,0.3166361,-0.20907974,0.28295326
SRSF5,-0.6122284,-0.12857723,0.43810463
SRSF6,-0.29221916,-0.18467903,1.2583923
NOC3L,0.011768341,0.035840034,0.48842144
FBRS,0.033760548,-0.07523346,0.26331568
SRSF7,-1.0901527,-0.40172482,0.9487314
RNF25,-0.06806564,0.056102276,0.56257725
SOX17,0.27890205,0.46897936,-0.69335127
NSD1,-0.028560638,-0.046721935,-0.06808424
XPO4,0.112873554,0.037071228,-0.061448574
SFSWAP,0.115992546,-0.1683712,0.41985607
TRA2B,-0.8390055,-0.053121567,1.98388
HS1BP3,0.29943895,-0.11626148,-0.14955425
AZI2,0.0655036,0.084341526,0.7234454
HIF3A,0.2375741,0.09177065,-0.548718
NXN,0.1162262,0.46949816,-0.8735175
ZNF862,0.048495293,-0.39014626,-0.6489153
SIL1,0.39917374,-0.19201326,0.38739777
IKZF5,-0.13916111,-0.3252468,1.0283718
CHST8,-0.17962551,-0.13277912,-0.25967884
CTAGE9,-0.012265682,-0.066666126,-0.80254555
GREM2,0.41788673,0.1961379,0.12146759
ZMAT3,-0.28996563,-0.31518817,-0.030702591
GMCL1,0.16395187,0.18727493,-0.1368475
ZNF106,-1.054102,-0.33205414,0.7394695
MPP5,-0.82038975,-0.19839239,0.21349669
AKTIP,0.013308525,-0.016805172,-0.5822048
CDH22,-0.0047035217,-0.09575224,0.06781101
SDHAF1,0.02945757,-0.07830763,-0.36766624
KLHL25,0.024814606,-0.043168068,0.096057415
ARAP3,0.08245373,0.0003004074,0.59164524
C5orf28,-0.05097103,0.11319542,-0.38159466
TMEM168,-0.19383335,-0.2292695,-0.61443424
MTMR14,0.29058123,0.1438055,0.7315779
SGCA,0.13661146,0.05957699,0.23216629
DCLRE1C,-0.43458986,-0.16483974,0.4027691
INF2,-0.042699337,0.103581905,0.1579752
POLR1E,0.17727757,0.07650566,-0.39051056
TTC31,-0.13481522,-0.077833176,-0.728858
PCNX4,-0.6685085,0.054151535,0.37967968
ACTR6,-0.12002611,-0.046375275,0.53760767
SGCD,0.3903098,-0.051846027,-0.28162956
DNAI2,-0.03926277,0.07011604,0.305799
SGCG,-0.23296404,-0.18577242,-0.37552786
SGK1,0.28462124,1.1333561,-0.83102226
SCG5,-0.47006273,0.45196438,1.9428959
SGSH,0.03108263,0.09000778,-0.35547256
SGTA,0.020016193,-0.009020805,-0.12394333
TPSB2,0.26429206,0.9002991,0.23007298
BLVRB,0.89528656,0.2362175,-0.8058119
SH3BGR,-0.52421284,-0.15344048,-0.63600826
CPEB1,0.04718256,-0.04505396,0.022663593
SH3BGRL,0.42238808,0.110770226,-2.2107782
SH3BP2,-0.17308235,0.0058984756,0.6136074
ITSN1,0.10452843,0.31896877,0.19977236
SH3GL1,-0.10825443,0.1412592,0.15327454
SH3GL2,-0.18598747,0.53182316,0.15776014
SH3GL3,0.07412171,0.34190392,0.27786303
ALDH8A1,-0.20776892,0.105199814,-0.7664938
CLEC7A,-0.048768997,-0.0039663315,0.19134545
GPR135,-0.306046,-0.19248104,0.0495677
MOSPD3,-0.17219782,-0.10008383,-0.5200715
BNC1,0.06381273,0.16529226,-0.37879705
VPS16,0.21368217,-0.009169579,-0.8386893
AZGP1P1,0.30751514,0.17606688,-0.34975338
EBF2,-0.22916937,-0.23863554,0.5553138
FBXW4,0.8202524,-0.17446136,-0.10711193
ANAPC1,-0.06314373,0.20605183,-0.6142559
TMPRSS3,0.8759842,0.28483105,-0.9452429
SHMT1,-0.13678074,0.14991283,-1.7566209
COPS7B,0.13838959,0.053663254,-0.07815504
NUCKS1,0.10225105,0.002538681,0.018345833
PDIA2,0.3321538,0.36101484,-0.02992487
UNKL,0.38133097,0.21485281,0.21318913
SHMT2,1.7629042,0.5143833,-0.08108902
SHOX2,0.8702016,0.21408558,1.2653995
WDR13,1.0026197,0.44069004,-1.1049433
METTL17,0.18060303,0.2239275,-0.79180145
MFSD1,-0.43309784,-0.27966118,-1.0118327
PLPPR2,-0.25567532,-0.28655767,-0.3726449
SMURF2,-0.68914986,-0.018021584,0.6390581
SMYD3,-0.11089897,-0.5719967,-0.28386974
C16orf58,0.5793705,0.1038208,-1.0988922
MARC1,-0.74537754,-0.63664913,-2.0775347
TNS3,-0.973722,-0.29280996,-0.5191717
FAM160B2,-0.028194427,-0.02712202,0.22854662
PARP12,-0.6866665,-0.16573524,0.9385495
GAREM1,0.46703243,0.11802101,-0.6449194
ZNF574,-0.21582222,-0.15468025,0.28548717
CREB3L2,0.8123503,-0.30811453,-0.8689213
S100PBP,-0.19315481,-0.16799402,-0.63182926
IPPK,-0.31767082,-0.16356993,0.3255129
MEAF6,0.047667503,0.044817924,-0.66437054
SIAH1,0.5128975,0.055160046,0.55808353
C6orf106,0.048298836,-0.19120312,-0.41469955
ENGASE,-0.022780418,-0.1968689,-0.644032
RMND5B,0.30063343,0.03376913,-0.9721298
FNDC3B,-0.25686264,-0.24857521,0.677372
MTHFSD,-0.05182028,0.053997517,0.2620535
SIAH2,0.20478535,0.16109467,-0.3065691
MICAL1,-0.35913563,-0.2807026,-0.031011581
AEN,0.04232025,0.041790962,0.71393967
RBM15,-0.4067831,-0.3481369,0.53162384
CRTC3,-0.2907424,-0.2747655,0.72000504
GINS3,-0.07545853,0.28282166,0.5030422
TBC1D15,0.3308754,-0.10878086,1.4519744
EPS8L2,0.35562897,0.35408688,-0.014899254
LMF1,-0.03020525,-0.11043644,-0.32112026
IFT22,-0.037123203,-0.04640007,0.183177
CEP85,-0.35826683,-0.20905876,0.31123304
DDX31,-0.15328455,-0.2085352,-0.4187293
RMND5A,0.031906128,-0.21423054,-0.74179745
DEPTOR,0.3145218,0.45117688,1.5559402
BMI1,-1.327887,-0.64869213,-0.8569479
ST6GAL1,0.48446178,-0.014436245,-1.3296428
ST3GAL1,0.055864334,-0.19077301,-0.40504503
ST3GAL2,0.30206585,0.23499727,-0.13125134
ELOVL1,-0.0056610107,0.08959198,-0.16522217
KLC2,0.23222208,0.03436899,0.034920692
FNDC4,-0.34103775,-0.3156066,-0.015771866
ST3GAL4,0.03062439,-0.1523509,-0.41374016
PORCN,-0.50236225,-0.47526646,0.22627258
MARCH7,-0.5917797,-0.0071048737,0.18235874
SPATA20,0.096393585,-0.38707733,0.04561329
YTHDC2,0.15217304,0.08064842,-0.0719347
SLC13A3,0.13736057,0.032738686,0.083833694
ETNPPL,-0.0013175011,-0.04093194,1.0346268
TUT1,0.06401253,0.1305275,-0.02111721
AIDA,0.88170624,0.2558117,0.23415947
USP46,-0.26359653,0.10684538,-0.033776283
VWA1,-0.2803998,-0.027285576,-0.17197037
DCLRE1B,-0.05238056,0.28631878,0.15089035
NABP1,0.017728806,0.24635458,0.33139873
ARMCX5,-0.39323616,-0.14620972,0.23504162
METTL4,0.56189203,0.19189501,-0.714509
RFX7,-0.33190918,-0.110860825,0.19159174
CDCP1,0.054668427,-0.29118538,0.5845332
ST8SIA1,-0.6406889,0.142807,0.38701487
PAPOLG,0.1321044,0.24762106,0.061411858
C12orf43,-0.0685339,-0.024485588,0.13043213
BMP1,-0.4099307,-0.3854804,-0.09698248
PMEL,-0.5186224,-0.24656105,-0.909595
RANBP17,0.10264063,-0.05770731,-0.45613432
STIL,-0.43241978,-0.048493385,0.9476881
BCL11B,-0.81147385,-0.38060045,1.4120785
SIM1,0.13429785,0.2283659,-0.55131435
CASD1,0.46319008,0.08584595,-0.33076763
SLC30A5,0.3992567,0.279809,-0.41038704
TTC23,0.15269423,0.04239893,-0.70264196
SIPA1,-0.033192158,-0.14014435,-0.6434846
STAG3L4,0.017203331,-0.07374954,0.13124561
SIX1,-0.063316345,-0.20504475,-0.49574542
MRPS15,0.42768574,0.1686039,-0.09244156
MRPS11,-0.16307163,-0.036618233,0.10951996
SKI,-0.20146704,-0.12836838,0.08806467
MRPL40,0.45874786,-0.12992382,-0.07770729
MRPL34,0.16546631,-0.095666885,-1.0536976
BMP2,0.5776639,0.4692402,0.6361141
MRPL11,0.009151459,-0.12426376,0.24552059
MRPL9,-0.3899603,-0.0066051483,0.8374243
NDRG4,-0.52305746,0.042835236,-0.69693756
SLC26A6,0.064759254,-0.002298832,-0.21309566
SLC26A10,0.2739873,-0.0067281723,-0.2856083
PINK1,-0.3011036,-0.3141489,-0.27464485
SKP2,-0.5131874,0.37294292,-0.07565975
SLA,-0.13695765,-0.03023529,0.28790617
SLAMF1,-0.2677164,-0.17679286,0.6286707
SLC1A1,-1.4183712,-1.0017605,-0.49592686
REEP1,-0.80621433,-0.12819862,0.87866306
SLC1A2,0.0343318,0.124242306,0.7753482
SLC1A3,0.13503456,0.13834238,0.78000784
SLC4A3,0.66711473,-0.06482983,-0.009366035
MRPL44,-0.09916973,0.07233906,0.27007198
VPS33A,0.0435915,0.10957575,0.22752476
NOL6,-0.2508278,0.007897377,-0.6313071
TMEM135,0.010570526,-0.2503357,-0.8183317
JMJD4,0.3245468,0.087255955,-0.5531187
KRI1,-0.013177872,0.08179331,-0.46298075
SLC1A5,1.2119942,0.09364796,-0.5401592
MARCKSL1,-1.0942488,-0.46294975,2.973198
UPF3B,0.062420845,0.35246325,0.8902621
SLC1A6,-0.068881035,-0.17317867,-0.26210976
UPF3A,0.031287193,-0.6898236,0.22742891
RSRC2,-0.39599228,-0.5096855,2.2481747
SOWAHC,0.33276653,-0.06940365,0.6309104
WNK1,0.3530445,0.12872505,-0.11284542
SLC2A1,1.5277061,0.100195885,-0.69781065
SLC2A3,0.550262,-0.22308636,-0.00025081635
SLC2A5,0.5856199,0.024571419,-0.6201205
SLC3A2,0.79261017,-0.07026291,1.7026577
SLC4A2,0.58955765,0.12941551,-0.7364607
NADK,0.25409985,0.038854122,0.34542227
SLC5A1,0.17504358,0.35556602,0.07092714
ZFP69B,0.202281,0.042905807,-0.024767399
SPATS2,-0.38912153,0.0039510727,-0.24977112
SMTN,-0.8418479,-0.1960764,0.1892662
C5orf42,0.19285059,0.019196987,-0.02298832
MPPE1,-0.34882164,-0.22800922,-0.2124052
COA7,0.1594305,0.07430315,0.77986
PYCRL,0.097714424,-0.10342169,-1.0439377
UBE2Z,-0.32168007,-0.09352875,0.12727642
C8orf33,-0.25602245,-0.13287258,0.36281013
SLC6A1,-0.332119,-0.07973957,0.49181557
BMP5,-0.19278288,0.12937641,0.30581093
SLC6A2,-0.17730188,-0.17245913,0.36347628
SLC6A6,-0.4097166,-0.2986927,-0.08377266
MLLT4-AS1,0.12920666,0.07584095,-0.21284819
SLC6A8,2.5055828,0.86677456,-1.030786
SLC6A9,1.030786,0.18188381,-0.27101254
MZT2A,0.012347221,-0.047715187,0.88025665
SLC6A11,0.01130867,-0.09009838,0.39406872
SLC6A12,0.2615037,0.2854333,0.17030954
BMP6,-0.22502518,0.10438967,0.4814582
SLC6A13,-0.006541252,0.04169035,-0.40194798
SLC7A1,0.6507511,-0.10533714,1.2512522
SLC8A2,0.16185284,0.18359661,-0.1564169
SNHG20,0.050855637,0.18413782,-0.32104254
SLC7A4,0.21824408,0.19055319,-0.16446829
SLC8A1,0.26711798,0.063892365,0.18967009
SLC9A1,-0.018749714,-0.07066059,0.37448883
NCF1C,0.8441615,-0.03242016,0.58134747
SLC9A2,0.3248024,-0.008807182,-0.79888487
BMP7,0.123485565,-0.22072697,0.16617298
SLC9A5,-0.054943085,0.20518684,0.13705254
SLC11A1,0.14535236,0.07330179,0.8478904
SLC12A2,-0.24571419,-0.20074654,0.739604
SLC12A4,-0.32615805,-0.05970478,0.758935
SLC14A1,0.3711152,-0.13929701,-0.80256987
SLC15A1,-0.087790966,0.15113735,0.31626987
SLC15A2,-0.18920565,0.13622475,0.8069229
SLC16A1,0.68326473,0.73730516,0.17472553
SLC16A2,0.1495409,-0.036389828,0.22131205
BMPR1A,0.016226292,-0.38803196,-1.5084319
SLC19A1,-0.64473486,-0.13594913,-0.23342228
SLC20A1,-0.5964575,-0.12220478,1.1520147
SLC20A2,0.008327484,0.16945553,0.5728049
SLC25A1,0.5614166,0.03211975,-0.123877525
SLCO2A1,-0.25035,-0.05114937,-0.3873434
SLCO1A2,0.30449247,0.20078182,0.47736073
SLC22A3,-0.59992886,-0.111290455,0.37299418
SLC22A4,0.29221058,0.0013513565,0.87899685
SLC22A5,0.3608451,0.1195817,-0.09798527
SLIT1,0.4140458,0.075745106,-0.4158404
SLIT3,0.056269884,0.20869255,-1.0770111
BMPR2,0.07992172,-0.1061182,-0.1474905
SLPI,-0.60321283,-0.41172457,-1.2706928
SNAI2,0.70428467,1.0857601,-1.053257
SMARCA1,-0.5071225,0.3052535,-1.8453131
SMARCA2,-0.95626974,-0.18673372,-0.32630062
HLTF,-0.55071974,-0.32274342,-1.0129943
PHACTR4,-0.36685705,0.21960545,1.1028185
SMARCB1,0.2757826,0.016353607,-1.0025625
BRD9,-0.04670334,0.03682804,-0.068219185
CAPRIN2,0.11521149,-0.33722782,0.24587917
ZSCAN18,-0.086009026,-0.40464354,-0.93991566
GRAMD3,0.009190083,0.12390852,0.34170246
AACS,-0.53545094,0.13524199,1.0184269
ZBTB10,-0.21303797,-0.039556026,0.6360259
KCTD14,-0.006029129,0.36465597,-0.45867825
DLK2,0.328897,0.18675756,0.21788645
FAM173A,0.61437273,0.118012905,-0.6394696
DDRGK1,-0.2786231,-0.1377821,0.40328598
MRPS34,-0.29760838,-0.2255001,-0.33863592
CENPBD1P1,0.10749102,0.021823883,-0.6613579
RASL11B,0.27799797,0.3558812,0.9911294
LRRC61,0.18358898,-0.118851185,-0.21850729
BMX,0.42038584,0.13154173,1.3079419
CYP4F12,0.1688776,-0.24016857,-0.09025717
SMARCC2,0.5565872,-0.2923088,-0.2981062
SMARCD1,-0.07530689,-0.23001003,0.10600567
SLC2A11,0.2929349,0.087258816,-0.4881754
MTMR9,-0.105665684,-0.15280533,0.109954834
SMARCD3,0.21941376,0.10084009,-0.6307826
SMARCE1,-0.2100954,-0.4479475,0.6321955
SMO,-0.027546406,0.06214285,-0.52084494
SMPD1,-0.16488981,-0.037828445,0.053539276
POLR3D,-0.32665443,-0.1897502,0.6352968
SMPD2,0.23771906,0.03304863,-0.11599207
SMS,-1.3064537,-0.67001724,2.017005
SUMO3,-0.7094326,-0.19514275,0.5982833
SIGLEC1,-0.34104204,0.20646954,0.21861243
SNAI1,-0.18748093,0.09314299,-0.46194386
SNAPC1,-0.7875824,-0.085395336,2.2460327
SNAPC2,-0.16689205,-0.19383144,-0.285213
SNAPC3,-0.46227932,-0.006942749,-1.1318936
BNIP1,0.00873661,-0.046681404,0.45876884
SNCB,0.2740364,0.24308395,0.011443615
SNAPC4,-0.09874916,0.23147488,-0.28240347
SNCG,0.6326952,0.20897484,-0.40859842
FSCN1,-0.14836693,0.5128603,0.8166399
SNRNP70,-0.41007185,-0.3319006,-0.134696
SNRPA,0.0028381348,-0.041926384,-0.053643227
SNRPA1,-0.7756529,-0.267704,1.0258732
SNRPB,-0.9310417,0.11402416,-0.16730547
SNRPB2,-0.33441544,-0.3311329,1.2013893
BNIP2,0.33117962,0.40782833,-0.11224365
SNRPC,-0.13218307,-0.10752678,-0.3283825
SNRPD1,-0.7481861,-0.2107153,0.94289017
SNRPD2,-0.2055254,0.061312675,0.22916126
SNRPD3,-0.089056015,0.22588062,-0.03883457
SNRPE,-0.6258755,-0.25282574,0.8096514
SNRPF,-0.9456997,0.058886528,0.7019291
SNRPG,-0.98677826,-0.36252213,0.9709511
SNRPN,0.17433882,0.117657185,0.5395169
SNTA1,0.2366724,0.057326317,-0.048964024
SNTB1,0.19269419,-0.008444309,-1.1295426
SNX1,0.09612942,-0.13315058,-0.55987406
SNX2,0.34540653,-0.05871725,0.094769955
SNTB2,0.16539383,0.029815674,-0.24400139
SOAT1,-0.53323936,0.19121456,0.9257941
SOD1,-0.029610634,-0.09371376,-0.014701843
SOD2,1.0449815,0.63509274,-0.073378086
SOD3,-0.0016150475,-0.35307217,0.11516905
CAPN15,0.20348644,0.18786144,-0.7155695
SON,-0.30663395,-0.15003204,0.8864374
SORD,-0.09296465,0.12182665,0.7090087
SORL1,-0.6176648,-1.1495342,1.4075775
SOS1,0.81358004,0.1328783,-0.099803925
SOS2,0.38614273,-0.06758213,-0.33825684
SOX3,0.4072218,0.12961245,0.21598577
SOX5,0.04287052,0.22195005,-0.1487279
SOX9,-0.4386158,0.40563107,0.46730137
SOX10,0.25516415,-0.29426336,0.69722223
SOX15,0.039040565,-0.13215017,0.14685631
SOX12,0.42333937,0.15789127,-0.84605074
SP1,0.13358879,0.05896902,0.23346615
SP2,0.34484482,-0.23853922,1.1465578
DST,0.17451286,-0.20364952,-0.17422009
SP3,0.2204094,-0.06941795,1.3555017
SP4,0.048061848,-0.032369614,0.5653894
SP100,0.6590538,-0.2040453,-0.08868027
SPAG1,-0.5511141,-0.11742592,0.56543255
UAP1,-0.5236292,-0.17917442,0.5388794
SPARC,-1.1524129,0.12955475,-1.5949631
FOXL2,0.10026693,0.3293786,-0.21235657
SPAST,-0.00976181,-0.32554913,-0.13875914
SPG7,-0.01901722,-0.15235043,-0.1836853
SPI1,0.075007915,-0.0625906,0.04443264
BPGM,0.44401073,0.32438946,-0.5806041
SPINT1,1.2342477,-0.018116951,-0.8835497
SPN,-0.018416405,0.021007061,0.44188452
SPOCK1,-0.08087492,-0.38931942,-0.8446779
SPRR1A,-0.80225134,-0.16546679,1.1983039
SPRR1B,-1.1274123,-0.2646942,0.475847
SPTB,0.08510971,-0.08839083,0.0153307915
SPTBN1,-0.4682145,-0.18076515,0.60908794
SPTBN2,-0.11284351,-0.07681322,-0.67262316
SQLE,-0.83636665,0.21966505,0.43426895
SRD5A1,1.1156826,0.35135937,-1.3310051
SRI,0.2823758,0.0055236816,-1.0846081
SREBF1,0.35196924,0.08004236,-1.8359842
SREBF2,0.28683853,-0.17247152,0.13114929
SRF,0.018214226,-0.40663338,-0.4544201
SRM,-0.4508133,-0.19207764,0.16771221
SRP9,-0.7196493,-0.11009693,0.1941719
SRP14,0.001540184,-0.19271183,0.54373837
SRP54,-0.686965,0.08624554,0.4810953
BRAF,0.059125423,-0.073236465,0.012598991
SRP72,-0.61844826,-0.35846424,0.7864666
SRPK1,-0.27285385,0.042102814,-1.0486774
SRPK2,0.35873032,0.025233269,1.560535
SRPRA,-0.38147545,-0.12394619,-0.09472847
TRIM21,0.05359173,0.11414909,0.47878647
TROVE2,0.07950115,-0.24403095,-0.44060993
SSB,0.041150093,-0.14076233,1.0201807
SSBP1,-0.86338425,-0.27445507,0.3311901
SSFA2,-0.60519886,-0.1137104,0.48627377
SSR1,-0.53536797,-0.25314236,-0.96923923
SSR2,-0.35473537,-0.22131634,-0.3045292
SSR3,-0.15813637,-0.002629757,0.045880318
SSR4,0.30310535,0.24668217,-0.68038654
SSRP1,-0.35137177,-0.12940025,0.033706665
BRCA2,-0.020720005,-0.17074203,-0.09141493
SST,0.9526601,1.4088073,0.3965602
SS18,0.15527868,-0.009605408,-0.03867054
ST5,0.32454348,0.31401825,-1.2770019
ST13,1.1470127,0.3372116,-0.23588228
ST14,0.063527584,-0.34353113,-1.5190096
STAC,-0.2627535,-0.24429989,0.6790199
ZFP36L1,0.62198925,0.17386532,1.0818071
STAR,0.8495953,0.45043278,-0.2530322
STAT2,0.26526785,0.07115173,0.4793086
STAT4,0.21778584,0.42119932,2.6928136
STAT5A,-0.5086398,-0.13713789,1.281764
STAT6,0.38417053,-0.2108841,-0.14059353
ZFP36L2,0.3400669,0.24075985,1.3589897
STAU1,-0.31031704,-0.07960796,0.722455
STC1,0.262362,0.63573503,-0.5582299
HSPA13,1.2061844,0.34023857,0.7485266
SULT1E1,-0.1265707,-0.15616941,0.2100892
ELOVL4,0.2723527,0.3804264,-0.69460726
STIM1,0.31405687,0.06803703,-0.010754108
NEK4,-0.27970505,-0.160635,0.9811516
STK3,-0.20490646,0.041820526,-0.7851839
STK4,0.33867407,0.0134420395,0.4984069
STK11,-0.3122573,-0.31982136,-0.047193527
SULT1A2,0.47606182,0.3821268,0.010041714
STRN,0.14358425,0.089280605,0.33436346
STX3,0.066090584,0.1693592,0.9536195
STXBP3,0.06064892,0.35923767,-0.13285923
SULT1A1,0.6577344,0.49780464,0.13106537
SULT2B1,-0.41192436,-0.08423996,0.061556816
SUOX,-0.2560959,-0.06712818,-0.65684223
SUPT4H1,0.32612038,0.03907299,-0.29243612
SUPT5H,0.34784985,-0.017023087,0.0388546
BST1,0.032845974,0.012281895,1.3618264
SUPT6H,0.5595794,0.25216055,-0.27993202
ABCC8,0.18601227,0.14510441,-0.30100775
SURF1,0.16421604,-0.040613174,-0.04191494
SURF2,-0.25105095,-0.05206299,0.10780525
MED22,0.57706165,0.107830524,-0.38400555
BST2,-0.6504898,-0.9487705,0.47797394
SVIL,-0.69287395,-0.030498505,-1.91296
VAMP1,1.3874235,0.4063959,0.7890835
VAMP7,0.000582695,0.45304918,-0.41309404
SYN1,0.30272818,0.24097252,0.53839874
SYP,0.38921452,0.21350336,0.0016040802
SYT1,0.3677597,0.52261066,-0.071718216
BTD,0.12983084,-0.03124857,-0.46407986
SYT5,0.19045353,0.045423508,-0.2638731
TAC1,-0.023265362,0.0050415993,2.8701181
TAC3,0.5779085,0.20351267,-0.27693748
TACC1,-0.5295749,0.30321503,-0.40325594
ADAM17,0.26946735,0.03915596,0.97988796
KLF9,0.80293846,-0.12807655,-1.5192986
TAF1,0.19202232,-0.16283512,0.2611642
TAF2,-0.35860538,0.5733576,0.058831215
TAF4,-0.039119244,0.11897898,-1.1308236
TAF4B,0.057920456,0.16742373,0.19463205
TAGLN,-0.13231373,0.31573057,0.15652847
TAF5,0.009701729,0.24839878,0.29084682
TAF6,0.15690231,0.010484695,-0.55578804
TAF7,0.27162743,-0.46928692,0.25640106
KLF5,0.41955566,0.103196144,0.3816862
TAF9,0.21512127,0.12897682,0.7120142
TAF10,-0.120755196,-0.07291412,0.68105316
TAF11,-0.15796375,-0.032292366,0.33342934
TAF12,0.034365177,-0.0613451,1.0825424
TAF13,-0.00473547,-0.018482685,-0.25403786
MAP3K7,0.20196247,0.38484573,-0.69708824
TAL1,0.25630093,0.7341051,-0.55054903
TALDO1,0.14951134,0.23344135,-0.18494606
BTF3,0.12902546,0.07021713,0.46083164
TAP1,0.16098881,-0.19980907,0.028685093
TAP2,0.12878132,0.11402798,-0.588645
TAPBP,-0.3501482,-0.39181805,-0.45877647
TARBP2,0.058826447,-0.10112476,-0.5233202
TARS,1.2431135,0.12366295,0.29347324
TBX1,0.012542725,0.107541084,-0.4048574
CNTN2,0.29946947,0.18307781,0.19991016
TAZ,0.21968079,0.054186344,-0.42598295
TBCA,0.19222641,-0.35572815,0.4098463
TBCC,0.2987032,-0.24527073,-0.6244354
TBCD,-0.2323618,-0.20226336,-1.0026002
TBCE,-0.37787628,-0.31396103,0.19319344
SERPINA7,0.3730755,0.52787304,-1.1096601
TBL1X,0.453269,0.035066605,0.17230225
TBX5,0.235178,0.1307478,-0.16224813
TBX6,0.2279787,0.02801609,-0.23240423
TBXAS1,-0.12342167,0.10512543,0.45688534
TCEA1,1.3769875,0.14937878,0.15603352
TCEB1,-0.6804457,-0.07451534,-0.20525265
TCEB2,0.22420311,-0.06367111,0.82446957
TCEB3,-0.31053066,-0.32718563,0.56399584
TCF4,0.053678513,-0.2646742,-2.2560055
TBX3,-0.11656189,0.38169622,-0.27519226
TCF3,0.19637203,0.022328854,0.10245991
TCF7,-0.3463049,-0.3177309,1.351234
